,Cloumns0,Cloumns1,Cloumns2,Cloumns3,Cloumns4,Cloumns5,Cloumns6,Cloumns7,Cloumns8,Cloumns9,Cloumns10,Cloumns11,Cloumns12,Cloumns13,Cloumns14,Cloumns15,Cloumns16,Cloumns17,Cloumns18,Cloumns19,Cloumns20,Cloumns21,Cloumns22,Cloumns23,Cloumns24,Cloumns25,Cloumns26,Cloumns27,Cloumns28,Cloumns29,Cloumns30,Cloumns31,Cloumns32,Cloumns33,Cloumns34,Cloumns35,Cloumns36,Cloumns37,Cloumns38,Cloumns39,Cloumns40,Cloumns41,Cloumns42,Cloumns43,Cloumns44,Cloumns45,Cloumns46,Cloumns47,Cloumns48,Cloumns49
0,0.05530967167582455,0.05530967976133932,0.055309678040154776,0.05530967212434828,0.055309678679341626,0.05530967638589648,0.055309674870194905,0.055309674870194905,0.05530967188356544,0.05530967188356544,0.05530967940886574,0.05530967940886574,0.05530967940886574,0.05530967940886574,0.05530967940886574,0.05530967147463294,0.055309679777325364,0.05530967969456956,0.0553096753587398,0.05530967867726507,0.05530967801089778,0.055309675881033006,0.055309672097928114,0.05530967805325341,0.055309674419027045,0.055309674419027045,0.05530967530328551,0.05530967530328551,0.055309676305921214,0.055309678374020156,0.055309678374020156,0.05530967455729796,0.05530967718581473,0.05530967305245111,0.05530967305245111,0.05530967643446836,0.05530967643446836,0.055309678022347784,0.055309678022347784,0.055309677266071826,0.05530967539889436,0.05530967539889436,0.05530967662143699,0.05530967426075356,0.05530967480127269,0.05530967400096836,0.05530967400096836,0.055309674665604026,0.05530967580839301,0.05530967528139735
1,0.055413697637108475,0.05544229183137772,0.05541984439347527,0.05539371158117905,0.05543601976028487,0.05544361301681988,0.055421413965626345,0.055421413965626345,0.05538749224215145,0.05538749224215145,0.055456729114386344,0.055456729114386344,0.055456729114386344,0.055456729114386344,0.055456729114386344,0.055430819718223334,0.055404848656523724,0.05542865189610169,0.055397062071504896,0.05550528634829189,0.05548361546882999,0.05547709150500692,0.0554649133043293,0.055460999781052206,0.055429339171032294,0.055429339171032294,0.05544187212063618,0.05544187212063618,0.05540826321090518,0.05549500839164326,0.05549500839164326,0.05547583805955966,0.05550590294637916,0.055459495770848244,0.055459495770848244,0.055492840063050095,0.055492840063050095,0.05549549823405121,0.05549549823405121,0.05552552222384166,0.05551086661161405,0.05551086661161405,0.055546465161821795,0.05562565200856159,0.05551144013210031,0.05553899914810551,0.05553899914810551,0.05549913594358839,0.05548552922051674,0.055642049198948385
2,0.055559353971368866,0.05559553113784699,0.055552839330416805,0.05552729585394095,0.05559995968698336,0.055577525985147584,0.055635060948828856,0.055635060948828856,0.055465471478593834,0.055465471478593834,0.055610723502544326,0.055610723502544326,0.055610723502544326,0.055610723502544326,0.055610723502544326,0.055564192731754655,0.05555198996875567,0.0555476795492678,0.055571001160791986,0.05570598407522494,0.05565701589228701,0.05567902909455387,0.05564420447298178,0.05562371191334738,0.05554891970294874,0.05554891970294874,0.055574037361975887,0.055574037361975887,0.05561607110316945,0.05568825891853705,0.05568825891853705,0.05571403001353307,0.05570205864629715,0.055744349904881835,0.055744349904881835,0.055717145627827924,0.055717145627827924,0.055727712566676524,0.055727712566676524,0.05574124002581331,0.055751808997248326,0.055751808997248326,0.055783180555165394,0.05594162917614402,0.055797706056002074,0.05576830435934401,0.05576830435934401,0.05575065537991754,0.05566134177885673,0.05597442093944405
3,0.05571045772889588,0.05575353896169158,0.055687420234268405,0.05566235250468511,0.05576701263198488,0.0557114324542299,0.05584896349713345,0.05584896349713345,0.05554345492906837,0.05554345492906837,0.05576851615023951,0.05576851615023951,0.05576851615023951,0.05576851615023951,0.05576851615023951,0.05569982274406867,0.05570130498397244,0.05566968463361864,0.0557276032648721,0.0559067569214195,0.055830518393420514,0.055881027967634736,0.05582377723449873,0.05578642342013709,0.05566849901933808,0.05566849901933808,0.05570620160212439,0.05570620160212439,0.05582387564105647,0.05588151617067939,0.05588151617067939,0.05595221995692471,0.05589821240693688,0.0560292148780751,0.0560292148780751,0.055941449349866265,0.055941449349866265,0.055959949074502385,0.055959949074502385,0.05595696319520336,0.055992742593455894,0.055992742593455894,0.05601989498036474,0.056257601627530934,0.056083970228824845,0.05599760502975765,0.05599760502975765,0.05600216645036402,0.055837153910224556,0.056306788323628634
4,0.05586851653709907,0.055913398322107,0.0558242359131344,0.05580515627778242,0.05593399144719863,0.05584475081085863,0.056065385757417166,0.056065385757417166,0.055621442451398405,0.055621442451398405,0.05592633514309289,0.05592633514309289,0.05592633514309289,0.05592633514309289,0.05592633514309289,0.05583779766543136,0.05585234310738163,0.05580497713072628,0.055884060889033464,0.05611103978661085,0.0560129809500751,0.05609168899226001,0.05601511018928965,0.05594911153124269,0.05578807196015542,0.05578807196015542,0.055838363938254476,0.055838363938254476,0.05603406888090655,0.05608019352912745,0.05608019352912745,0.056198272437170876,0.0560961474009661,0.05632719515718986,0.05632719515718986,0.05617956737252638,0.05617956737252638,0.056200841620719366,0.056200841620719366,0.05618391757558451,0.05624896677712472,0.05624896677712472,0.05627803084976461,0.05659769168038424,0.05638938612969824,0.05622888998386782,0.05622888998386782,0.05627185336248168,0.05601296559453446,0.05666672706049594
5,0.056138121719892256,0.05607593977477154,0.055961097381599836,0.05594843450164135,0.056101414434883215,0.05597703958452575,0.056281971166832256,0.056281971166832256,0.05570006005638298,0.05570006005638298,0.056084967270837796,0.056084967270837796,0.056084967270837796,0.056084967270837796,0.056084967270837796,0.0559764808362188,0.05600370000100569,0.055940247080644004,0.05606331832111859,0.05631531736343541,0.05619541999340666,0.05630233823798413,0.056206154609684866,0.05611166643794912,0.055912624013326154,0.055912624013326154,0.055978085339157865,0.055978085339157865,0.05624423255581539,0.056278743201852624,0.056278743201852624,0.05644431321882387,0.056294079234802834,0.05662507945261695,0.05662507945261695,0.056417676042685994,0.056417676042685994,0.0564415319981298,0.0564415319981298,0.05641086506312809,0.056505170210928685,0.056505170210928685,0.056536001024028566,0.056937715715752416,0.056694777177881836,0.05646014983832919,0.05646014983832919,0.05654153733293506,0.0562003793944271,0.05702658678202562
6,0.05659025239606333,0.056239512616219955,0.056098616789932394,0.05609330922535348,0.05627107987134404,0.05610929664363812,0.05644013161471485,0.05644013161471485,0.05577592070738705,0.05577592070738705,0.056246808269274313,0.056246808269274313,0.056246808269274313,0.056246808269274313,0.056246808269274313,0.056117326018289004,0.05615638795982155,0.056076433616393445,0.05624255088239965,0.05651924040382643,0.05637753700336162,0.056512741689567034,0.05639765521687201,0.05627421697769125,0.05603717456670351,0.05603717456670351,0.05611780537698138,0.05611780537698138,0.05645427838855103,0.05647610335286402,0.05647610335286402,0.05669035968856351,0.05649135905158653,0.05686739541835027,0.05686739541835027,0.05665564159706235,0.05665564159706235,0.05668205781974973,0.05668205781974973,0.05663770864892063,0.05676139338860238,0.05676139338860238,0.0567937886983263,0.05720253802723033,0.057000662743017905,0.05669124919208303,0.05669124919208303,0.056811150655347545,0.056387742577410756,0.05738699233660148
7,0.05703950716931166,0.056405504326302314,0.05623744963119822,0.05623957842141701,0.056443367294252964,0.05624158288448183,0.05659716373287769,0.05659716373287769,0.05585178570393986,0.05585178570393986,0.05641124517329926,0.05641124517329926,0.05641124517329926,0.05641124517329926,0.05641124517329926,0.056259241603446725,0.0563130810911891,0.056214613801954805,0.056421818867534466,0.056722742522884964,0.056560950859032635,0.056723788547032465,0.05659006429436117,0.05643626981252378,0.056161723566443326,0.056161723566443326,0.056257517680944995,0.056257517680944995,0.05660951325327665,0.05667319532728056,0.05667319532728056,0.05687397768634937,0.05668845444121372,0.057109610467943175,0.057109610467943175,0.05689364670529075,0.05689364670529075,0.05692219394320585,0.05692219394320585,0.05686442305639329,0.056998463014233884,0.056998463014233884,0.05698544416300493,0.05754277487634353,0.05723616244140782,0.056922293194472555,0.056922293194472555,0.05708067234001135,0.056575105160141456,0.057747377639227535
8,0.05733679028605815,0.05658989255623036,0.056377557340382425,0.05638651725660264,0.0566900817522999,0.05637395153821975,0.05675525569891995,0.05675525569891995,0.05592847374330173,0.05592847374330173,0.05664316990374691,0.05664316990374691,0.05664316990374691,0.05664316990374691,0.05664316990374691,0.05640231056488647,0.05649187206996768,0.05638472317682247,0.05660104758882649,0.05694003643058905,0.05674459077302315,0.05693511306789602,0.056788107527142556,0.0565979463862875,0.056286256337388874,0.056286256337388874,0.056397659838247294,0.056397659838247294,0.05681954419750871,0.05687028393932575,0.05687028393932575,0.05712001322821705,0.05688554693577533,0.05735161522510604,0.05735161522510604,0.05713346154408447,0.05713346154408447,0.05716246870401688,0.05716246870401688,0.05709116004626503,0.057235394247955415,0.057235394247955415,0.05715521540922989,0.05790806344875579,0.05747146665733696,0.05715333425934851,0.05715333425934851,0.057350146117182824,0.05676246711243424,0.058135986440484774
9,0.057806983085545494,0.05677479125270656,0.056518191160236014,0.05659677006644335,0.0569369152178737,0.05650639785905942,0.05697514738221212,0.05697514738221212,0.05600516503045125,0.05600516503045125,0.0568751937105095,0.0568751937105095,0.0568751937105095,0.0568751937105095,0.0568751937105095,0.05660067063905695,0.056656441601873886,0.05655480705265618,0.05678542847301157,0.05714736556828684,0.05693649735823554,0.05715519493149682,0.05698509125503706,0.056759648874015745,0.05641101090561393,0.05641101090561393,0.05653779843878301,0.05653779843878301,0.0570298311424951,0.05706748193112657,0.05706748193112657,0.057370550091353584,0.05708697002448834,0.057661336216744956,0.057661336216744956,0.057373183626032595,0.057373183626032595,0.05740703479784525,0.05740703479784525,0.057330564594853535,0.05750625565805706,0.05750625565805706,0.05733223018279411,0.058273286196830545,0.05779904025313349,0.05738518289520404,0.05738518289520404,0.05763415340730241,0.056949791325600074,0.058524506537484644
10,0.05809394890962777,0.056939515658933945,0.05672001241675158,0.05680710137041468,0.057141986193406824,0.05686388348336615,0.05719486351608737,0.05719486351608737,0.05608185945357315,0.05608185945357315,0.05703731472446267,0.05703731472446267,0.05703731472446267,0.05703731472446267,0.05703731472446267,0.05679910935970409,0.0567826656456067,0.05672492865986581,0.05696938969197159,0.05735384896033024,0.057127268639709856,0.05737450763747664,0.057181841407803455,0.05692062194886964,0.0565357618516037,0.0565357618516037,0.05667793135841898,0.05667793135841898,0.057240086257947194,0.057310765223947915,0.057310765223947915,0.05762105101869492,0.05728809927898271,0.057971190335025444,0.057971190335025444,0.057622364860624394,0.057622364860624394,0.05765089936249102,0.05765089936249102,0.05756954941783792,0.057777004160835824,0.057777004160835824,0.05750924022987358,0.05863886258148112,0.058126551183141854,0.057617002505045714,0.057617002505045714,0.0579181291547594,0.05713793802465582,0.05891355039876574
11,0.05838779698601773,0.05710600463962826,0.056921809450076244,0.056995141537253005,0.05734665806957255,0.05721993404911563,0.05735090170028871,0.05735090170028871,0.0561591169884217,0.0561591169884217,0.05720199684267634,0.05720199684267634,0.05720199684267634,0.05720199684267634,0.05720199684267634,0.0569437095629937,0.056909360960940666,0.05689431700356642,0.05715334985130366,0.057561057424748936,0.05731787329135453,0.05759364554104358,0.05738084422219926,0.05708119102624279,0.05666050406077489,0.05666050406077489,0.05682557796993652,0.05682557796993652,0.05745085894687624,0.05755335474029019,0.05755335474029019,0.05787197004197165,0.057489156859734866,0.058281303188840554,0.058281303188840554,0.05787175581379024,0.05787175581379024,0.05789463219192084,0.05789463219192084,0.057808447390252614,0.05804809269230931,0.05804809269230931,0.0576862381510576,0.059031705289450925,0.05836684337914534,0.0578487115446878,0.0578487115446878,0.05820244721889453,0.05732608286382828,0.05930255939362395
12,0.05867734078030715,0.05729040236946795,0.057064103735489605,0.05715161474119791,0.05755044625073416,0.05758440304621198,0.05750695652760243,0.05750695652760243,0.056241830461467496,0.056241830461467496,0.05736965528666124,0.05736965528666124,0.05736965528666124,0.05736965528666124,0.05736965528666124,0.05708854961788095,0.05703761066780455,0.05707316295632481,0.05733736684155463,0.057768553751553785,0.05750917637601747,0.05780798852680885,0.05759071329962524,0.05724174321687107,0.05678921504505792,0.05678921504505792,0.056973149886779484,0.056973149886779484,0.05766162581567778,0.0577957025803784,0.0577957025803784,0.058122880650717954,0.05769072738296353,0.05860338206018144,0.05860338206018144,0.058121162552524384,0.058121162552524384,0.058138179368633844,0.058138179368633844,0.05804769581053863,0.05831916932452341,0.05831916932452341,0.057863963349061846,0.0594236048348651,0.058607141389998646,0.058080392649591,0.058080392649591,0.058486726027784625,0.05751422728564989,0.059720898973556924
13,0.05886287571228,0.05747384921742392,0.057206874457474396,0.057339588581350034,0.057753843243746425,0.057809430992064696,0.057663005999033734,0.057663005999033734,0.056324546456779756,0.056324546456779756,0.05760287141883236,0.05760287141883236,0.05760287141883236,0.05760287141883236,0.05760287141883236,0.05729061296060076,0.057215800435599595,0.05725209870777378,0.057526163638199915,0.058082413282813265,0.05770061891436258,0.05802183890538032,0.057800598090529495,0.05740220721548969,0.05691773043685132,0.05691773043685132,0.05712071496288332,0.05712071496288332,0.057870126611080284,0.058031958354763075,0.058031958354763075,0.058375023121609707,0.05787731310468118,0.058924226849469796,0.058924226849469796,0.05838138840262248,0.05838138840262248,0.05838200591812899,0.05838200591812899,0.0582869820668203,0.05860543529657174,0.05860543529657174,0.05804168191870432,0.059815407814784824,0.05884709184875168,0.05831242638349244,0.05831242638349244,0.05878265062733929,0.05771077501460221,0.060139119897556825
